initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
OP Financial Group,OP Osuuskunta,OP Osuuskunta,Finland,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Opel,Opel Automobile GmbH,Stellantis N.V.,Netherlands,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
"Orange Business Services SA, Direction C",Orange Business Services SA,Orange S.A.,France,517 - Telecommunications,5173 - Wired and Wireless Telecommunications Carriers,51731 - Wired Telecommunications Carriers,Not Available
Orhan Holding,Orhan Holding A.Ş.,Orhan Holding A.Ş.,Turkey,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
Orimi,Orimi,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ostankino Meat Processing,АО «Останкинский мясоперерабатывающий комбинат»,Not Available,Not Available,311 - Food Manufacturing,3116 - Meat Product Manufacturing,31161 - Animal Slaughtering and Processing,Not Available
Ottobock,Otto Bock HealthCare GmbH,Otto Bock Holding GmbH & Co. KG,Germany,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339113 - Surgical Appliance and Supplies Manufacturing,Not Available
Overhead Door,Overhead Door Corporation,Sanwa Holdings Corporation,Japan,332 - Fabricated Metal Product Manufacturing,3323 - Architectural and Structural Metals Manufacturing,33232 - Ornamental and Architectural Metal Products Manufacturing,Not Available
OVO Group,OVO Energy Ltd.,OVO Energy Ltd.,United Kingdom,221 - Utilities,"2211 - Electric Power Generation, Transmission and Distribution",221122 - Electric Power Distribution,Not Available
Oxford University Press,Oxford University Press,University of Oxford,United Kingdom,511 - Publishing Industries,"5111 - Newspaper, Periodical, Book, and Directory Publishers",51113 - Book Publishers,Not Available
"Pacific Industrial Co., Ltd","Pacific Industrial Co., Ltd",Not Available,Not Available,336 - Transportation Equipment Manufacturing,3363 - Motor Vehicle Parts Manufacturing,33639 - Other Motor Vehicle Parts Manufacturing,Not Available
Pacific Life,Pacific Life Insurance Company,Pacific Mutual Holding Company,USA,524 - Insurance Carriers and Related Activities,5241 - Insurance Carriers,52411 - Direct Life Insurance Carriers,Not Available
Palm,"Palm, Inc.",Hewlett-Packard (HP),USA,334 - Computer and Electronic Product Manufacturing,3341 - Computer and Peripheral Equipment Manufacturing,33411 - Computer and Peripheral Equipment Manufacturing,Not Available
Panasonic Connect,Panasonic Corporation,Panasonic Holdings Corporation,Japan,334 - Computer and Electronic Product Manufacturing,3341 - Computer and Peripheral Equipment Manufacturing,33411 - Computer and Peripheral Equipment Manufacturing,Not Available
Panduit,Panduit Corp.,Panduit Corp.,USA,"335 - Electrical Equipment, Appliance, and Component Manufacturing",3359 - Other Electrical Equipment and Component Manufacturing,33599 - All Other Electrical Equipment and Component Manufacturing,Not Available
Papierfabrik Palm,Papierfabrik Palm GmbH & Co. KG,Papierfabrik Palm GmbH & Co. KG,Germany,322 - Paper Manufacturing,"3221 - Pulp, Paper, and Paperboard Mills",32212 - Paper Mills,Not Available
Papier-Mettler,Papier-Mettler KG,Papier-Mettler KG,Germany,322 - Paper Manufacturing,3222 - Converted Paper Product Manufacturing,32222 - Paper Bag and Coated and Treated Paper Manufacturing,Not Available
Par Government Systems Corporation,PAR Government Systems Corporation,PAR Technology Corporation,USA,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,541512 - Computer Systems Design Services,Not Available
Parmalat,Parmalat S.p.A.,Lactalis Group,France,311 - Food Manufacturing,3115 - Dairy Product Manufacturing,311511 - Fluid Milk Manufacturing,Not Available
Partner in Pet Food Hungaria Kft.,Partner in Pet Food Hungaria Kft.,Not Available,Not Available,311 - Food Manufacturing,3111 - Animal Food Manufacturing,311119 - Other Animal Food Manufacturing,Not Available
Pasco County Sheriff's Office,Pasco County Sheriff's Office,Not Available,Not Available,"922 - Justice, Public Order, and Safety Activities","9221 - Justice, Public Order, and Safety Activities",92212 - Police Protection,Not Available
PCI Pharma Services,PCI Pharma Services,Kohlberg & Company,USA,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,325412 - Pharmaceutical Preparation Manufacturing,Not Available
Pegasus,Pegasus,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Pella,Pella Corporation,Pella Corporation,USA,321 - Wood Product Manufacturing,3219 - Other Wood Product Manufacturing,32191 - Millwork,Not Available
PEN,PEN Inc.,PEN Inc.,Not Available,339 - Miscellaneous Manufacturing,3399 - Other Miscellaneous Manufacturing,33994 - Office Supplies (except Paper) Manufacturing,Not Available
PERFERTTI VAN MELLE,Perfetti Van Melle S.p.A.,Perfetti Van Melle Group B.V.,Netherlands,311 - Food Manufacturing,3113 - Sugar and Confectionery Product Manufacturing,31134 - Nonchocolate Confectionery Manufacturing,Not Available
Perfetti Van Melle,Perfetti Van Melle Group B.V.,Perfetti Van Melle Group B.V.,Netherlands,311 - Food Manufacturing,3113 - Sugar and Confectionery Product Manufacturing,31134 - Nonchocolate Confectionery Manufacturing,Not Available
PERI,PERI Group,PERI Group,Germany,327 - Nonmetallic Mineral Product Manufacturing,3273 - Cement and Concrete Product Manufacturing,"32733 - Concrete Pipe, Brick, and Block Manufacturing",Not Available
Perodua Uk,Perodua Sales (UK) Limited,Perusahaan Otomobil Kedua Sdn Bhd (Perodua),Malaysia,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
Perrigo Company,Perrigo Company plc,Perrigo Company plc,Ireland,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
Perutnina Ptuj,Perutnina Ptuj d.d.,MHP SE,Cyprus,311 - Food Manufacturing,3116 - Animal Slaughtering and Processing,31161 - Animal Slaughtering and Processing,Not Available
Pfeiffer Vacuum Technology,Pfeiffer Vacuum Technology AG,Pfeiffer Vacuum Technology AG,Germany,334 - Computer and Electronic Product Manufacturing,3344 - Semiconductor and Other Electronic Component Manufacturing,334419 - Other Electronic Component Manufacturing,Not Available
Philips Healthcare,Philips Healthcare,Koninklijke Philips N.V.,Netherlands,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",334510 - Electromedical and Electrotherapeutic Apparatus Manufacturing,Not Available
PhysIQ,"PhysIQ, Inc.","PhysIQ, Inc.",Not Available,"541 - Professional, Scientific, and Technical Services",5417 - Scientific Research and Development Services,"54171 - Research and Development in the Physical, Engineering, and Life Sciences",Not Available
Pierce Manufacturing,"Pierce Manufacturing, Inc.",Oshkosh Corporation,USA,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,336120 - Heavy Duty Truck Manufacturing,Not Available
Pioneer Natural Resources,Pioneer Natural Resources Company,Pioneer Natural Resources Company,USA,211 - Oil and Gas Extraction,2111 - Oil and Gas Extraction,211120 - Crude Petroleum Extraction,Not Available
PiSA USA,"PiSA BioPharm, Inc.",PiSA Farmaceutica S.A. de C.V.,Mexico,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,325412 - Pharmaceutical Preparation Manufacturing,Not Available
Pkp Polskie Linie Kolejowe,PKP Polskie Linie Kolejowe S.A.,PKP S.A.,Poland,488 - Support Activities for Transportation,4882 - Support Activities for Rail Transportation,488210 - Support Activities for Rail Transportation,Not Available
Plastipak,"Plastipak Holdings, Inc.","Plastipak Holdings, Inc.",USA,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,32619 - Other Plastics Product Manufacturing,Not Available
Platinum Wireless LLC,Platinum Wireless LLC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Playmates Toys,Playmates Toys Limited,Playmates Holdings Ltd.,Hong Kong,339 - Miscellaneous Manufacturing,3399 - Other Miscellaneous Manufacturing,33993 - Toy and Game Manufacturing,Not Available
Plukon Food Group,Plukon Food Group B.V.,Plukon Food Group B.V.,Netherlands,311 - Food Manufacturing,3116 - Animal Slaughtering and Processing,31161 - Animal Slaughtering and Processing,Not Available
Pödör Kft.,Pödör Kft.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Polymir,Polymir,JSC Naftan,Belarus,325 - Chemical Manufacturing,"3252 - Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",325211 - Plastics Material and Resin Manufacturing,Not Available
POLYPLASTIC Group,POLYPLASTIC Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PONAFLEX VIETNAM CO.,LTD","PONAFLEX VIETNAM CO., LTD.",PONAFLEX CORPORATION,South Korea,326 - Plastics and Rubber Products Manufacturing,3262 - Rubber Product Manufacturing,32622 - Rubber and Plastics Hoses and Belting Manufacturing,Not Available
Portsmouth City Council,Portsmouth City Council,Portsmouth City Council,United Kingdom,Not Available,Not Available,Not Available,Not Available
Positec,Positec Tool Corporation,Positec Tool Corporation,China,333 - Machinery Manufacturing,3332 - Industrial Machinery Manufacturing,33324 - Industrial Mold Manufacturing,Not Available
Posten Bring AS,Posten Bring AS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PPF Group,PPF Group N.V.,PPF Group N.V.,Netherlands,551 - Management of Companies and Enterprises,5511 - Management of Companies and Enterprises,55111 - Management of Companies and Enterprises,Not Available
Pratt & Whitney,Pratt & Whitney,Raytheon Technologies Corporation,USA,336 - Transportation Equipment Manufacturing,3364 - Aerospace Product and Parts Manufacturing,33641 - Aerospace Product and Parts Manufacturing,Not Available
Preciosa,Preciosa a.s.,Preciosa Group,Czech Republic,339 - Miscellaneous Manufacturing,3399 - Other Miscellaneous Manufacturing,33991 - Jewelry and Silverware Manufacturing,Not Available
Pregis,Pregis LLC,Pregis LLC,USA,326 - Plastics and Rubber Products Manufacturing,3261 - Plastics Product Manufacturing,"32611 - Unsupported Plastics Film, Sheet, and Bag Manufacturing",Not Available
PRG,"Production Resource Group, L.L.C.","Production Resource Group, L.L.C.",USA,512 - Motion Picture and Sound Recording Industries,5121 - Motion Picture and Video Industries,51219 - Postproduction Services and Other Motion Picture and Video Industries,Not Available
Pricefx,"Pricefx, s.r.o.","Pricefx, s.r.o.",Czech Republic,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,541511 - Custom Computer Programming Services,Not Available
Primark,Primark Stores Limited,Associated British Foods plc,Ireland,448 - Clothing and Clothing Accessories Stores,4481 - Clothing Stores,44814 - Family Clothing Stores,Not Available
Progeny Systems Corporation,Progeny Systems Corporation,Not Available,Not Available,334 - Computer and Electronic Product Manufacturing,"3345 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","33451 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Not Available
PROJECT INFORMATICA S.R.L.,PROJECT INFORMATICA S.R.L.,PROJECT INFORMATICA S.R.L.,Not Available,"518 - Data Processing, Hosting, and Related Services","5182 - Data Processing, Hosting, and Related Services","51821 - Data Processing, Hosting, and Related Services",Not Available
Prosys Information Systems Inc.,Prosys Information Systems Inc.,Converge Technology Solutions Corp.,USA,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,541512 - Computer Systems Design Services,Not Available
Protective Industrial Products,"Protective Industrial Products, Inc.",Bunzl plc,United Kingdom,"423 - Merchant Wholesalers, Durable Goods","4238 - Machinery, Equipment, and Supplies Merchant Wholesalers",42384 - Industrial Supplies Merchant Wholesalers,Not Available
Proterial,"Proterial, Ltd.",Not Available,Not Available,331 - Primary Metal Manufacturing,3314 - Nonferrous Metal (except Aluminum) Production and Processing,"33149 - Nonferrous Metal (except Aluminum) Rolling, Drawing, and Extruding",Not Available
Provinzial,Provinzial Rheinland Versicherung AG,Provinzial Rheinland Versicherung AG,Germany,524 - Insurance Carriers and Related Activities,5241 - Insurance Carriers,"52411 - Direct Life, Health, and Medical Insurance Carriers",Not Available
Provo Police Department,Provo Police Department,Provo Police Department,USA,"922 - Justice, Public Order, and Safety Activities","9221 - Justice, Public Order, and Safety Activities",92212 - Police Protection,Not Available
pso vertriebsprogramme GmbH,pso vertriebsprogramme GmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PT Mulia Bosco Logistik,PT Mulia Bosco Logistik,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PT. SINARMAS DISTRIBUSI NUSANTARA,PT. Sinarmas Distribusi Nusantara,Sinarmas Group,Indonesia,"424 - Merchant Wholesalers, Nondurable Goods",4244 - Grocery and Related Product Merchant Wholesalers,424490 - Other Grocery and Related Products Merchant Wholesalers,Not Available
PulteGroup,"PulteGroup, Inc.","PulteGroup, Inc.",USA,236 - Construction of Buildings,2361 - Residential Building Construction,23611 - Residential Building Construction,Not Available
Pygott and Crone,Pygott & Crone Ltd,Pygott & Crone Ltd,United Kingdom,531 - Real Estate,5313 - Activities Related to Real Estate,53131 - Real Estate Agents and Brokers,Not Available
Qemetica,Qemetica,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
QUIKRETE,"The QUIKRETE Companies, Inc.",Not Available,Not Available,327 - Nonmetallic Mineral Product Manufacturing,3273 - Cement and Concrete Product Manufacturing,32731 - Cement Manufacturing,Not Available
Quirch,Quirch Foods LLC,PAMPA Group,USA,"424 - Merchant Wholesalers, Nondurable Goods",4244 - Grocery and Related Product Wholesalers,42441 - General Line Grocery Merchant Wholesalers,Not Available
Qurate Retail,"Qurate Retail Group, Inc.",Liberty Media Corporation,USA,454 - Nonstore Retailers,4541 - Electronic Shopping and Mail-Order Houses,45411 - Electronic Shopping and Mail-Order Houses,Not Available
"R SYSTEMS NA, INC.",R Systems International Limited,R Systems International Limited,India,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,541512 - Computer Systems Design Services,Not Available
Rabobank Group,Coöperatieve Rabobank U.A.,Coöperatieve Rabobank U.A.,Netherlands,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
