initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
AL FARDAN EXCHANGE LLC,AL FARDAN EXCHANGE LLC,Al Fardan Group,UAE,"523 - Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5239 - Other Financial Investment Activities,523999 - Miscellaneous Financial Investment Activities,Not Available
Al Futtaim Private Company (LLC),Al-Futtaim Group,Al-Futtaim Group,United Arab Emirates,441 - Motor Vehicle and Parts Dealers,4411 - Automobile Dealers,44111 - New Car Dealers,Not Available
"Alba Wine & Spirits Warehousing & Distribution, LLC","Alba Wine & Spirits Warehousing & Distribution, LLC",Not Available,Not Available,"424 - Merchant Wholesalers, Nondurable Goods","4248 - Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",424820 - Wine and Distilled Alcoholic Beverage Merchant Wholesalers,Not Available
Albéa,Albéa Group,Albéa Group,France,339 - Miscellaneous Manufacturing,3399 - Other Miscellaneous Manufacturing,33995 - Sign Manufacturing,Not Available
Albertson,"Albertsons Companies, Inc.",Not Available,Not Available,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
ALICO S.A.S.,ALICO S.A.S.,ALICO S.A.S.,Not Available,Not Available,Not Available,Not Available,Not Available
Alleima,Alleima AB,Sandvik AB,Sweden,331 - Primary Metal Manufacturing,3312 - Steel Product Manufacturing from Purchased Steel,33121 - Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel,Not Available
"Allianz - Slovenska poistovna, a.s.","Allianz - Slovenska poistovna, a.s.",Allianz SE,Germany,524 - Insurance Carriers and Related Activities,5241 - Insurance Carriers,"52411 - Direct Life, Health, and Medical Insurance Carriers",Not Available
Allianz Deutschland AG,Allianz Deutschland AG,Allianz SE,Germany,524 - Insurance Carriers and Related Activities,5241 - Insurance Carriers,"52411 - Direct Life, Health, and Medical Insurance Carriers",Not Available
Allianz Technology SE,Allianz Technology SE,Allianz SE,Germany,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,54151 - Computer Systems Design and Related Services,Not Available
Allnex,Allnex Netherlands B.V.,PTT Global Chemical Public Company Limited,Thailand,325 - Chemical Manufacturing,"3255 - Paint, Coating, and Adhesive Manufacturing",32551 - Paint and Coating Manufacturing,Not Available
ALPHA DATA L.L.C,Alpha Data L.L.C.,Not Available,Not Available,"541 - Professional, Scientific, and Technical Services",5415 - Computer Systems Design and Related Services,54151 - Computer Systems Design and Related Services,Not Available
Alpine Electronics of Silicon Valley,"Alpine Electronics of Silicon Valley, Inc.","Alps Alpine Co., Ltd.",Japan,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33422 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Not Available
alShiaka,alShiaka,Not Available,Not Available,315 - Apparel Manufacturing,3152 - Cut and Sew Apparel Manufacturing,31521 - Cut and Sew Apparel Contractors,Not Available
Alticor Inc.,Alticor Inc.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ALTINBILEK MAKINA INSAAT VE SANAYI VE TICARET ANONIM SIRKETI,ALTINBILEK MAKINA INSAAT VE SANAYI VE TICARET ANONIM SIRKETI,ALTINBILEK MAKINA INSAAT VE SANAYI VE TICARET ANONIM SIRKETI,Turkey,333 - Machinery Manufacturing,3339 - Other General Purpose Machinery Manufacturing,33397 - Scale and Balance Manufacturing,Not Available
Aludyne,"Aludyne, Inc.","Aludyne, Inc.",USA,331 - Primary Metal Manufacturing,3315 - Foundries,33152 - Nonferrous Metal Foundries,Not Available
Amadori,Amadori,Amadori,Italy,311 - Food Manufacturing,3116 - Animal Slaughtering and Processing,31161 - Animal Slaughtering and Processing,Not Available
AMAG Group,AMAG Group,AMAG Group,Not Available,Not Available,Not Available,Not Available,Not Available
Amaya,The Stars Group Inc.,Flutter Entertainment plc,Ireland,"713 - Amusement, Gambling, and Recreation Industries",7132 - Gambling Industries,71329 - Other Gambling Industries,Not Available
American & Efird,American & Efird LLC,"Elevate Textiles, Inc.",USA,313 - Textile Mills,"3131 - Fiber, Yarn, and Thread Mills","31311 - Fiber, Yarn, and Thread Mills",Not Available
American Iron & Metal,"American Iron & Metal Co., Inc.","American Iron & Metal Co., Inc.",Canada,331 - Primary Metal Manufacturing,3314 - Nonferrous Metal (except Aluminum) Production and Processing,"33142 - Copper Rolling, Drawing, Extruding, and Alloying",Not Available
American Tire Distributors,"American Tire Distributors, Inc.","American Tire Distributors, Inc.",USA,"423 - Merchant Wholesalers, Durable Goods",4231 - Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,42313 - Tire and Tube Merchant Wholesalers,Not Available
Ammega,Ammega Group BV,Advent International,USA,326 - Plastics and Rubber Products Manufacturing,3262 - Rubber Product Manufacturing,32622 - Rubber and Plastics Hoses and Belting Manufacturing,Not Available
Amorepacific US,Amorepacific Corporation,Amorepacific Corporation,South Korea,325 - Chemical Manufacturing,"3256 - Soap, Cleaning Compound, and Toilet Preparation Manufacturing",32562 - Toilet Preparation Manufacturing,Not Available
Amplify,"Amplify Education, Inc.",The Emerson Collective,USA,611 - Educational Services,6117 - Educational Support Services,61171 - Educational Support Services,Not Available
"Anheuser-Busch InBev China Co., Ltd.","Anheuser-Busch InBev China Co., Ltd.",Anheuser-Busch InBev SA/NV,Belgium,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31212 - Breweries,Not Available
Anton Paar,Anton Paar GmbH,Anton Paar GmbH,Austria,334 - Computer and Electronic Product Manufacturing,"3345 - Measuring, Electro medical, and Control Instruments Manufacturing","33451 - Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Not Available
APC Cardiovascular Ltd,APC Cardiovascular Ltd,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
APEX,APEX,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Apex Oil Company,Apex Oil Company Inc.,Apex Oil Company Inc.,USA,324 - Petroleum and Coal Products Manufacturing,3241 - Petroleum and Coal Products Manufacturing,32411 - Petroleum Refineries,Not Available
APEX TOOL GROUP INDUSTRIA E COMERCI,"Apex Tool Group, LLC",Bain Capital Private Equity,USA,332 - Fabricated Metal Product Manufacturing,3322 - Cutlery and Handtool Manufacturing,332216 - Saw Blade and Handtool Manufacturing,Not Available
Apollo Global Management,"Apollo Global Management, Inc.","Apollo Global Management, Inc.",USA,"523 - Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5239 - Other Financial Investment Activities,523910 - Miscellaneous Intermediation,Not Available
Apoteket AB,Apoteket Aktiebolag,Not Available,Not Available,446 - Health and Personal Care Stores,4461 - Health and Personal Care Stores,44611 - Pharmacies and Drug Stores,Not Available
Apotex,Apotex Inc.,Not Available,Not Available,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,325412 - Pharmaceutical Preparation Manufacturing,Not Available
Applied Medical,Applied Medical Resources Corporation,Applied Medical Resources Corporation,USA,339 - Miscellaneous Manufacturing,3391 - Medical Equipment and Supplies Manufacturing,339113 - Surgical Appliance and Supplies Manufacturing,Not Available
Archroma,"Archroma U.S., Inc.",Archroma,Switzerland,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,32513 - Dye and Pigment Manufacturing,Not Available
Arctic Glacier,"Arctic Glacier, Inc.","Arctic Glacier, Inc.",Canada,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,312113 - Ice Manufacturing,Not Available
Army Research Lab,Army Research Laboratory,United States Department of Defense,USA,"541 - Professional, Scientific, and Technical Services",5417 - Scientific Research and Development Services,"54171 - Research and Development in the Physical, Engineering, and Life Sciences",Not Available
AROBUS ARA IMALAT SANAYI VE TICARET A..,AROBUS ARA IMALAT SANAYI VE TICARET ANONIM SIRKETI,Not Available,Not Available,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33612 - Heavy Duty Truck Manufacturing,Not Available
ARSLANLAR BILISIM TEKNOLOJI ANONIM SIRKETI,Arslanlar Bilisim Teknoloji Anonim Sirketi,Arslanlar Bilisim Teknoloji Anonim Sirketi,Not Available,"518 - Data Processing, Hosting, and Related Services","5182 - Data Processing, Hosting, and Related Services","51821 - Data Processing, Hosting, and Related Services",Not Available
ASDA Stores,Asda Stores Limited,Walmart Inc.,USA,445 - Food and Beverage Stores,4451 - Grocery Stores,445110 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
Aspen Medical,Aspen Medical Pty Ltd,Aspen Medical Pty Ltd,Australia,621 - Ambulatory Health Care Services,6219 - Other Ambulatory Health Care Services,62199 - All Other Ambulatory Health Care Services,Not Available
Aspire Bakeries,Aspire Bakeries Inc.,Griffith Foods Worldwide Inc.,United States,311 - Food Manufacturing,3118 - Bakeries and Tortilla Manufacturing,31181 - Bread and Bakery Product Manufacturing,Not Available
ASR Group,"American Sugar Refining, Inc.","American Sugar Refining, Inc.",USA,311 - Food Manufacturing,3113 - Sugar and Confectionery Product Manufacturing,31131 - Sugar Manufacturing,Not Available
"Associated Food Stores, Inc.","Associated Food Stores, Inc.","Associated Food Stores, Inc.",USA,445 - Food and Beverage Stores,4451 - Grocery Stores,44511 - Supermarkets and Other Grocery (except Convenience) Stores,Not Available
Astana City Police Department of the,Astana City Police Department,Astana City Police Department,Kazakhstan,"922 - Justice, Public Order, and Safety Activities","9221 - Justice, Public Order, and Safety Activities",92212 - Police Protection,Not Available
Astellas Pharma,Astellas Pharma Inc.,Astellas Pharma Inc.,Japan,325 - Chemical Manufacturing,3254 - Pharmaceutical and Medicine Manufacturing,32541 - Pharmaceutical and Medicine Manufacturing,Not Available
ASTS PROFIL MHENDISLIK VE PLASTIK SANAYI VE TICARET A.S.,ASTS PROFIL MHENDISLIK VE PLASTIK SANAYI VE TICARET A.S.,ASTS PROFIL MHENDISLIK VE PLASTIK SANAYI VE TICARET A.S.,Not Available,Not Available,Not Available,Not Available,Not Available
Athens International Airport S.A.,Athens International Airport S.A.,Not Available,Not Available,488 - Support Activities for Transportation,4881 - Support Activities for Air Transportation,48811 - Airport Operations,Not Available
ATHOS Unternehmensberatung GmbH,ATHOS Unternehmensberatung GmbH,ATHOS Unternehmensberatung GmbH,Not Available,"541 - Professional, Scientific, and Technical Services","5416 - Management, Scientific, and Technical Consulting Services",54161 - Management Consulting Services,Not Available
Atlas Renewabel Energy,Atlas Renewable Energy,Not Available,Not Available,221 - Utilities,"2211 - Electric Power Generation, Transmission and Distribution",22111 - Electric Power Generation,Not Available
Atomenergoprom,Atomic Energy Power Corporation (AEPC),Rosatom State Corporation,Russia,221 - Utilities,"2211 - Electric Power Generation, Transmission and Distribution",221113 - Nuclear Electric Power Generation,Not Available
Austin Powder,Austin Powder Company,Austin Powder Company,USA,325 - Chemical Manufacturing,3259 - Other Chemical Product and Preparation Manufacturing,32592 - Explosives Manufacturing,Not Available
Australian Health and Nutrition Association Ltd,Australian Health and Nutrition Association Ltd,Not Available,Not Available,311 - Food Manufacturing,3119 - Other Food Manufacturing,31194 - Seasoning and Dressing Manufacturing,Not Available
Automobili Lamborghini SpA,Automobili Lamborghini S.p.A.,Volkswagen AG,Germany,336 - Transportation Equipment Manufacturing,3361 - Motor Vehicle Manufacturing,33611 - Automobile and Light Duty Motor Vehicle Manufacturing,Not Available
Automotive Broadcasting Network,"Automotive Broadcasting Network, Inc.","Automotive Broadcasting Network, Inc.",USA,515 - Broadcasting (except Internet),5152 - Cable and Other Subscription Programming,51521 - Cable and Other Subscription Programming,Not Available
Avaya,Avaya Holdings Corp.,Avaya Holdings Corp.,USA,517 - Telecommunications,5179 - Other Telecommunications,51791 - Other Telecommunications,Not Available
"Avis Budget Car Rental, LLC","Avis Budget Car Rental, LLC","Avis Budget Group, Inc.",USA,532 - Rental and Leasing Services,5321 - Automotive Equipment Rental and Leasing,53211 - Passenger Car Rental and Leasing,Not Available
Avison Young-Project Management LLC,Avison Young-Project Management LLC,Avison Young (Canada) Inc.,Canada,"541 - Professional, Scientific, and Technical Services","5413 - Architectural, Engineering, and Related Services",54131 - Architectural Services,Not Available
Bacardi,Bacardi Limited,Bacardi Limited,Bermuda,312 - Beverage and Tobacco Product Manufacturing,3121 - Beverage Manufacturing,31212 - Breweries,Not Available
BADER Automotive Leather,BADER GmbH & Co. KG,BADER GmbH & Co. KG,Germany,316 - Leather and Allied Product Manufacturing,3161 - Leather and Hide Tanning and Finishing,31611 - Leather and Hide Tanning and Finishing,Not Available
Badger Daylighting,Badger Daylighting Ltd.,Badger Daylighting Ltd.,Canada,238 - Specialty Trade Contractors,2389 - Other Specialty Trade Contractors,23891 - Site Preparation Contractors,Not Available
BAE Systems Norfolk Ship Repair,"BAE Systems Norfolk Ship Repair, Inc.",BAE Systems plc,United Kingdom,336 - Transportation Equipment Manufacturing,3366 - Ship and Boat Building,336611 - Ship Building and Repairing,Not Available
Banca MPS,Banca Monte dei Paschi di Siena S.p.A.,Banca Monte dei Paschi di Siena S.p.A.,Italy,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Banco ATLANTICO Europa,Banco ATLANTICO Europa,Not Available,Not Available,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Banco BPM Group,Banco BPM Group S.p.A.,Banco BPM Group S.p.A.,Italy,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Bank of Ireland Group,Bank of Ireland Group plc,Bank of Ireland Group plc,Ireland,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Bank of the West,Bank of the West,BNP Paribas S.A.,France,522 - Credit Intermediation and Related Activities,5221 - Depository Credit Intermediation,52211 - Commercial Banking,Not Available
Bar S Foods,Bar-S Foods Co.,Sigma Alimentos,Mexico,311 - Food Manufacturing,3116 - Meat Product Manufacturing,311615 - Poultry Processing,Not Available
Barnes & Nobles,"Barnes & Noble, Inc.",Elliott Management Corporation,USA,"451 - Sporting Goods, Hobby, Musical Instrument, and Book Stores",4512 - Book Stores and News Dealers,451211 - Book Stores,Not Available
Bar-S Foods,Bar-S Foods Co.,Sigma Alimentos,Mexico,311 - Food Manufacturing,3116 - Meat Product Manufacturing,31161 - Animal Slaughtering and Processing,Not Available
BARSAN GLOBAL LOJISTIK ANONIM SIRKETI,BARSAN GLOBAL LOJISTIK ANONIM SIRKETI,BARSAN GLOBAL LOJISTIK ANONIM SIRKETI,Turkey,488 - Support Activities for Transportation,4885 - Freight Transportation Arrangement,48851 - Freight Transportation Arrangement,Not Available
